name;info;voyage_1;voyage_2;voyage_3;voyage_4;voyage_5;voyage_6;voyage_7;voyage_8;voyage_9
PEPPERCORN;['340 tons, 88 crew'];{'time': ['1609', '1610'], 'destination': 'Surat and Bantam', 'reference': ['L/MAR/A/XI Downton s journal 19 Apr 1610-19 Nov 1613', 'L/MAE/A/XVII Abstract of Downton s journal 9 Feb-13 Apr 1612', 'L/MAM/A/IX Journal 1 Apr 1610-29 Jan 1611, anon', 'L/MAM/A/X Journal kept on the Trade s Increase and Peppercorn by Thomas Love 4 Apr 1610-4 Dec 1611, with notes on Downton s homeward voyage 3 Feb-14 Jun 1613'], 'captain': 'Nicholas Downton/Sir Henry Middleton', 'itinerary': 'Downs 1 Apr 1610 - Jul Cape - 25 Oct Socotra - 7 Nov Aden - Mokha 19 Jun 1611 - 26 Sep Surat 9 Feb 1612 - blockade off Aden -19 Oct Tiku - Bantam 8 Feb 1613 -13 Nov Downs'};{'time': ['1614', '1615'], 'destination': 'Surat and Bantam ', 'reference': [], 'captain': 'Christopher Harris', 'itinerary': 'Downs 23 Feb 1615 - 5 Jun Cape - 22 Jul Moheli - 24 Aug Socotra -18 Sep Surat 19 Feb 1616 - 25 Apr Acheh - Jul Tiku - Bantam - Starits of Sunda 28 Feb 1617 -16 May Cape - 25 Aug Plymouth'};{'time': ['1617', '1618'], 'destination': 'Bantam Master Matthew Morton', 'reference': [], 'captain': [], 'itinerary': 'Downs Mar 1618 -19 Nov Bantam - Jul 1619 Masulipatam - Oct 1620 Batavia - joined Anglo-Dutch Fleet of Defence based in Japan 1621-22 - laid up in Java 1623 as a careening hulk'};;;;;;
PERSEUS;[];{'time': 'New', 'destination': 'South Wales', 'reference': ['L/MAR/B/365A Journal 1 Nov 1801-22 Aug 1802 '], 'captain': 'John Davison', 'itinerary': 'Portsmouth 12 Feb 1802 - 9 Apr Rio de Janeiro - 25 May Cape - 4 Aug Port Jackson'};;;;;;;;
PERSEVERANCE (1);[];{'time': ['1800', '1801'], 'destination': 'Bengal', 'reference': ['L/MAM/B/255A(l)-(2) Journal 1 Dec 1800-21 Feb 1802, anon'], 'captain': [], 'itinerary': 'Portsmouth 9 Jan 1801 - 24 May Calcutta - 31 Dec St Helena - 21 Feb 1802 Downs'};;;;;;;;
PERSEVERANCE (2);['Built by Pitcher, launched 1801, 3 decks, 5in bottom, length 166ft 3in, keel 134ft 53/8in, breadth 42ft 2in, hold 17ft, wing transom 26ft, port cell 29ft 3in, waist 3ft llin, between decks 6ft 6in, roundÂ\xadhouse 6ft 6in, ports 14 middle & 13 upper, deck range 95ft 3in, 1271 tons Principal Managing Owners: 1-6 Sir William Fraser, 7 Hemy Templer'];{'time': ['1801', '1802'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/255C Journal 9 Dec 1801-22 Jun 1803', 'L/MAM/B/255J(1) Ledger', 'L/MAM/B/255J(2) Pay Book'], 'captain': 'James Tweedale', 'itinerary': 'Portsmouth 25 Feb 1802 - 15 Jun Madras -1 Aug Penang - 24 Aug Malacca -16 Sep Whampoa - 22 Nov Second Bar - 25 Feb 1803 St Helena -19 Apr Downs'};{'time': ['1803', '1804'], 'destination': 'China', 'reference': ['L/MAM/B/255D Journal 15 Jan 1804-25 Oct 1805', 'L/MAM/B/255K(1) Ledger', 'L/MAR/B/255K(2) Pay Book'], 'captain': 'James Tweedale', 'itinerary': 'Portsmouth 9 Jun 1804 - 17 Aug Rio de Janeiro - 12 Jan 1805 Whampoa -14 Feb Second Bar - 21 Mar Malacca - 30 Jun St Helena -10 Sep Downs'};{'time': ['1805', '1806'], 'destination': 'St Helena, Benkulen and China', 'reference': ['L/MAR/B/255E Journal 13 Nov 1805-19 Mar 1808', 'L/MAM/B/255L(1) Ledger', 'L/MAR/B/255L(2) Pay Book'], 'captain': 'James Tweedale', 'itinerary': 'Portsmouth 4 Mar 1806 - 21 May St Helena -16 Aug Benkulen - 25 Nov Penang - 7 Feb 1807 Whampoa -13 Mar Second Bar -1 Jul Penang -19 Sep Cape -13 Oct St Helena -17 Dec Crookhaven - 2 Jan 1808 Downs'};{'time': ['1808', '1809'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/255F Journal 16 Nov 1808-2 Oct 1810', 'L/MAM/B/255M(1) Ledger', 'L/MAM/B/255M(2) Pay Book'], 'captain': 'James Tweedale', 'itinerary': 'Portsmouth 24 Feb 1809 - 8 Mar Madeira - 5 Jul Madras - 18 Aug Penang - 3 Sep Malacca - 4 Nov Whampoa - 21 Dec Second Bar - 22 May 1810 St Helena - 28 Jul Downs'};{'time': ['1810', '1811'], 'destination': 'China', 'reference': ['L/MAM/B/255G Journal 10 Feb 1811-23 Jun 1812', 'L/MAM/B/255N (1) Ledger', 'L/MAR/B/255N(2) Pay Book'], 'captain': 'James Tweedale', 'itinerary': 'Portsmouth 8 Apr 1811 - 14 Jul Cape - 30 Aug Penang -19 Sep Malacca -21 Oct Whampoa - 14 Dec Second Bar - 21 Mar 1812 St Helena - 14 May Downs'};{'time': ['1812', '1813'], 'destination': 'Bombay and China', 'reference': ['L/MAM/B/255H Journal 5 Oct 1812-11 Nov 1814', 'L/MAR/B/255-0(l) Ledger', 'L/MAR/B/255-0(2) Pay Book'], 'captain': 'Thomas Buchanan', 'itinerary': 'Portsmouth 24 Dec 1812 - 9 May 1813 Bombay -18 Jul Penang - 7 Aug Malacca - 6 Sep Whampoa - 5 Jan 1814 Second Bar - 26 May St Helena - 6 Aug Downs'};{'time': ['1817', '1818'], 'destination': 'China', 'reference': ['L/MAM/B/255-I Journal 25 Feb 1818-24 Jun 1819', 'L/MAR/B/255P (1) Ledger', 'L/MAM/B/255P(2) Pay Book'], 'captain': 'Henry Templer', 'itinerary': 'Downs 21 Apr 1818 -1 Aug Penang - 10 Sep Malacca -11 Oct Whampoa - 12 Dec Second Bar - 21 Feb 1819 Cape - 11 Mar St Helena - 12 May Downs'};;
PERSIA MERCHANT (1);['250 tons, 50 crew, 24 guns, former name Gilbert', 'Lost on the Maldives'];{'time': ['1657', '1658'], 'destination': 'Madras and Bantam', 'reference': [], 'captain': []};;;;;;;;
PERSIA MERCHANT (2);['Rated at 350/400 tons, 60/74 crew, 16/32 guns', 'BL: Sloane Ms 17070 Journal 15 Apr 1682-13 Dec 1683, Thomas Richards '];{'time': ['1675', '1676'], 'destination': 'Bombay and Persia', 'reference': [], 'captain': 'John Bowers', 'itinerary': 'Downs 21 Mar 1676 - Mar 1678'};{'time': ['1680', '1681'], 'destination': 'Bantam', 'reference': ['L/MAR/A/LXXVII Journal 4 Jan 1681-10 Feb 1682 '], 'captain': 'John Bowers', 'itinerary': 'Downs 16 Jan 1681 -18 Jun Bantam 19 Aug -12 Nov St Helena - 11 Jan 1682 Downs'};{'time': ['1681', '1682'], 'destination': 'Surat', 'reference': [], 'captain': 'John Bowers', 'itinerary': 'Downs 23 Apr 1682 - St Augustine s Bay 1 Dec - 2 Feb 1683 Tellicherry - Swally 15 Apr - 3 May Calicut - 9 Jun Mauritius 17 Aug - 11 Oct St Helena -10 Feb 1684 Downs * sketches f.22 Trinidade, f.32 Cape'};{'time': ['1684', '1685'], 'destination': 'Madras and Bengal', 'reference': [], 'captain': 'John Bowers', 'itinerary': '15 Nov 1684 - 16 May 1687'};{'time': ['1687', '1688'], 'destination': 'Benkulen', 'reference': ['L/MAR/A/LXXXV Receipt Book '], 'captain': 'Benjamin Brangwin', 'itinerary': 'Downs 23 Apr 1688 - blown up at Madras'};;;;
PHOENIX (1);['Rated at 380/450 tons, 90 crew, 30 guns'];{'time': ['1670', '1671'], 'destination': 'Surat and Bantam', 'reference': [], 'captain': 'William Wildy', 'itinerary': '- 30 Aug 1672'};{'time': ['1673', '1674'], 'destination': 'Madras and Bengal', 'reference': [], 'captain': 'William Wildy', 'itinerary': '30 Mar 1674 - 25 Jul 1675'};{'time': ['1675', '1676'], 'destination': 'Bantam', 'reference': [], 'captain': 'William Wildy', 'itinerary': 'Downs 11 Mar 1676 - 18 May 1677 Plymouth'};{'time': ['1677', '1678'], 'destination': 'Bantam and China', 'reference': [], 'captain': 'William Wildy', 'itinerary': 'Downs 28 Nov 1677 - lost off Scilly 11 Jan 1680'};;;;;
PHOENIX (2);['Rated at 400 tons, 80 crew, 24/30 guns'];{'time': ['1700', '1701'], 'destination': 'Madras, Bengal and Persia', 'reference': ['L/MAR/A/CLHI Journal 16 Nov 1700-16 Dec 1703, John Carswell, Chief Mate '], 'captain': 'Thomas Lambert', 'itinerary': 'Downs 26 Jan 1701 -14 Feb Sao Tiago - 21 Jun Madras -1 Aug Balasore - 21 Oct Calcutta - 7 Feb 1702 Cox s Island - 25 Apr Bandar Abbas -1 Jul Madras - 9 Sep Balasore - 11 Oct Calcutta - 29 Dec Vizagapatam -15 Jan 1703 Madras - 21 Jan Fort St David - 31 Jan Madras - 27 May St Helena - 16 Oct Cork -16 Dec Blackwall'};{'time': ['1704', '1705'], 'destination': 'Bomo', 'reference': ['L/MAR/B/135A Journal 10 Dec 1704-17 Sep 1708'], 'captain': 'John Carswell', 'itinerary': 'Downs 5 Jan 1705 - 7 May Cape - 25 Jun Johanna - 29 Jul Bandar Abbas - 7 Dec Batavia -19 Jan 1706 Banjarmassin - 28 Apr Tambomeo -15 Aug Banjarmassin -1 Jan 1707 Madura - 11 Apr Batavia - 26 Oct Cape - 24 Dec St Helena -14 Apr 1708 Lisbon - 12 Sep Portsmouth'};{'time': ['1709', '1710'], 'destination': 'Surat', 'reference': ['L/MAR/B/135B Ledger '], 'captain': 'Edward Peirson', 'itinerary': 'Downs 13 Apr 1710 - lost near Cape Comorin'};;;;;;
PHOENIX (3);['Built by Wells, launched 1785, 3 decks, 4in bottom, length 143ft 71/2in, breadth 36ft, hold 14ft 9in, wing transom 23ft Sin, port cell 26ft 3lAin, between decks 5ft IP/tin, ports 13 middle & upper, 800 tons', 'Principal Managing Owner: William Moffat'];{'time': ['1785', '1786'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/175A Journal 22 Nov 1785-21 Jun 1787 ', 'L/MAR/B/175-0(1) Ledger', 'L/MAR/B/175-0(2) Pay Book'], 'captain': 'James Rattray', 'itinerary': 'Downs 16 Jan 1786 - 20 May Madras - 30 May Diamond Harbour - 13 Nov Saugor - 19 Dec Madras - 3 Mar 1787 St Helena - 18 May Downs'};{'time': ['1787', '1788'], 'destination': 'Bengal and Madras', 'reference': ['L/MAR/B/175B Journal 10 Dec 1787-29 Aug 1789', 'L/MAR/B/175P(1) Ledger', 'L/MAR/B/175P(2) Pay Book'], 'captain': 'Alexander Gray', 'itinerary': 'Downs 17 Feb 1788 - 16 Mar Madeira - 19 Jul Diamond Harbour - 5 Jan 1789 Saugor - 20 Feb Madras - 5 May Cape - 10 Jun St Helena - 6 Aug Downs'};{'time': ['1790', '1791'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/175C Journal 3 Feb 1791-30 Jun 1792', 'L/MAR/B/175 Q(l) Ledger', 'L/MAR/B/175Q(2) Pay Book'], 'captain': 'Alexander Gray', 'itinerary': 'Downs 4 Apr 1791 - 1 May Sao Tiago - 4 Aug Madras - 13 Aug Diamond Harbour - 23 Kedgeree - 8 Oct Madras - 16 Nov Diamond Harbour - 15 Dec Saugor - 13 Jan 1792 Madras - 5 Apr St Helena - 2 Jun Downs'};{'time': ['1793', '1794'], 'destination': 'Madras', 'reference': ['L/MAR/B/175D Journal 11 Nov 1794-22 Aug 1795', 'L/MAR/B/175R(1) Ledger', 'L/MAR/B/175R(2) Pay Book'], 'captain': 'Wemys Orrok', 'itinerary': 'Portsmouth 2 May 1794 - 3 Sep Madras - 7 Jan 1795 St Helena - 23 Jul Downs'};{'time': ['1795', '1796'], 'destination': 'Bengal, Penang and Madras', 'reference': ['L/MAR/B/175E Journal 9 Jun 1796-29 Mar 1799', 'L/MAR/B/175S(1) Ledger', 'L/MAR/B/175S(2) Pay Book'], 'captain': 'Wemys Orrok', 'itinerary': '5 Apr Saugor - 14 Sep Cape - 3 Nov St Helena - 3 Feb 1799 Downs'};{'time': ['1799', '171800'], 'destination': 'Bengal, Bombay and Mokha', 'reference': ['L/MAR/B/175G Journal 24 Feb 1800-24 Jul 1802', 'L/MAR/B/175T(1) Ledger', 'L/MAR/B/175T(2) Pay Book'], 'captain': 'William Moffat', 'itinerary': 'Torbay 27 May 1800-6 Sep Cape - 25 Nov Kedgeree - 7 Dec Diamond Harbour - 9 Jan 1801 Saugor -24 Feb Trincomalee - 5 Mar Colombo - 2 Apr Bombay - 3 Aug Aden - 24 Aug Mokha - 17 Oct Bombay-23 Nov Tellicherry - 4 Jan 1802 Anjengo - 5 Apr St Helena - 11 Jun Gravesend'};;;
PHOENIX (4);['Extra ship, launched 1798, 3 decks, 4in bottom, length 127ft 8in, keel 103ft in, breadth 31ft 10in. hold 12ft 4in, wing transom 19ft 8in, waist Ift, between decks 6ft 2in & 6ft 4in, roundhouse 6ft 5in, ports 12 middle & 4 upper, 592 tons'];{'time': ['1797', '1798'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/175F Journal 7 Jul 1798-25 Jun 1800'], 'captain': 'John Tyrie', 'itinerary': 'Falmouth 14 Sep 1798-28 Sep Lisbon - 31 Dec Cape - 13 Apr 1799 Madras - 20 May Calcutta- 22 Oct Kedgeree - 27 Jan 1800 St Helena - 21 May Downs'};;;;;;;;
PHOENIX(5);['Built by Barnard, launched 1804, 3 decks, 4in bottom, length 145ft 8in, keel 118ft 2Â¼/in, breadth 36ft lin, hold 13ft 9in, wing transom 23ft 4in, port cell 26ft 7in, waist 1ft 6in, between decks 6ft 2in & 6ft 4in, ports 13 middle & 11 upper, deck range 83ft 3in, 818 tons Principal Managing Owner: Robert Williams'];{'time': ['1804', '1805'], 'destination': 'St Helena and Bengal', 'reference': ['L/MAR/B/175H Journal 8 Dec 1804-20 Jun 1807', 'L/MAR/B/175U(1) Ledger', 'L/MAR/B/175U(2) Pay Book'], 'captain': 'John Ramsden', 'itinerary': 'Portsmouth 8 Mar 1805 -5 Jun St Helena - 28 Sep Diamond Harbour - 29 Oct Saugor - 20 Dec Colombo 18 Jan 1806 Bombay - 31 Mar Diamond Harbour - 14 Jul Saugor - 7 Oct Madras - 18 Oct Trincomalee-30 Dec Cape - 23 Jan 1807 St Helena - 12 Apr Downs'};{'time': ['1807', '1808'], 'destination': 'St Helena and Madras', 'reference': ['L/MAR/B/175-1 Journal 15 Oct 1807-6 Jul 1809', 'L/MAR/B/175V(1) Ledger', 'L/MAR/B/175V(2) Pay Book'], 'captain': 'John Ramsden', 'itinerary': 'Portsmouth 9 Feb 1808-17 Apr St Helena - 31 May Cape - 3 Aug Madras - 21 Aug Masulipatam - 31 Aug Coringa - 16 Sep Madras - 12 Jan 1809 Cape - 24 St Helena - 23 May Downs'};{'time': ['1809', '1810'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/175J Deck Log 5 Jan 1810-7 Sep 1812', 'L/MAR/B/175W Ledger'], 'captain': 'John Ramsden', 'itinerary': 'Portsmouth 13 Apr 1810-23 May SÃ£o Tiago - 28 Aug Madras - 6 Nov Rodrigues - 29 Nov Mauritius -9 Feb 1811 Diamond Harbour - 14 May Saugor - 4 May Malacca - 5 Jul Balambangan - 4 Aug Batavia - 19 Oct Diamond Harbour - 15 Nov Calcutta - 23 Dec Saugor - 8 Feb 1812 Madras - 11 May St Helena-21 Jul Downs'};{'time': ['1813', '1814'], 'destination': 'Bengal and Madras', 'reference': ['L/MAR/B/175K Journal 5 Mar 1814-14 Oct 1815', 'L/MAR/B/175X(1) Ledger', 'L/MAR/B/175X(2) Pay Book'], 'captain': [], 'itinerary': 'Portsmouth 8 Jun 1814-23 Jun Madeira - 23 Nov Saugor - 16 Feb 1815 Madras - 23 Mar Colombo - 31 May Cape -29 Jun St Helena - 29 Aug Downs'};{'time': ['1815', '1816'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/175L  Journal 13 Feb 1816-4 Jun 1817', 'L/MAR/B/175Y(1) Ledger', 'L/MAR/B/175Y(2) Pay Book'], 'captain': 'John Pyke', 'itinerary': 'Downs 17 Apr 1816-28 Jul Madras - 28 Aug Saugor - 7 Sep Kidderpore - 19 Oct New Anchorage - 17 Dec Saugor - 17 Feb 1817 Cape - 8 Mar St Helena - 7 May Blackwall'};{'time': ['1817', '1818'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/175M Journal 7 Mar 1818-1 Sep 1819', 'L/MAR/B/175Z(1) Ledger', 'L/MAR/B/175Z(2)  Pay Book'], 'captain': 'Thomas White', 'itinerary': 'Downs 26 Apr 1818-18 Aug Madras - 29 Aug Diamond Harbour - 5 Dec New Anchorage - 30 May 1819 St Helena - 6 Aug Downs'};;;
PHOENIX (6);['Chartered ship, 493 tons', 'Principal Managing Owner: John Blackett'];{'time': ['1819', '1820'], 'destination': 'Bengal and Madras', 'reference': ['L/MAR/B/175N Deck Log 6 May 1820-8 Aug 1821'], 'captain': 'William Gordon', 'itinerary': 'Falmouth 12 Jun 1820-28 Jun SÃ£o Tiago - 14 Oct Calcutta - 29 Dec Diamond Harbour -21 Jan 1821 Kedgeree - 3 Feb Madras 14 Jul Downs'};;;;;;;;
PIGOT (1);['Built by Wells, launched 1763, 3 decks, 3in bottom, keel 110ft 4in, breadth 36ft 1in, 766 tons', 'Principal Managing Owner: John Durand'];{'time': ['1762', '1763'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/503A Journal 3 Feb 1763-17 Nov 1764', 'L/MAR/B/503J(1) Ledger', 'L/MAR/B/503J(2) Pay Book'], 'captain': 'George Richardson', 'itinerary': 'Downs 8 Apr 1763-27 Jul Johanna - 29 Aug Madras - 11 Oct Culpee - 27 Nov Fulta - 16 Feb 1764 Ingeli - 8 Jun Mauritius - 29 Jul St Helena - 16 Oct Downs'};{'time': ['1765', '1766'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/503B Journal 30 Nov 1765-12 Dec 1767'], 'captain': 'George Richardson', 'itinerary': 'Downs 21 Feb 1766-7 May Tenerife - 6 Jul Johanna - 9 Aug Madras - 25 Sep Masulipatam - 16 Oct Madras - 26 Nov Kedgeree - 30 Jan 1767 Ingeli - 1 Mar Madras - 4 Aug St Helena - 26 Oct Downs'};{'time': ['1768', '1769'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/503C Journal 11 Oct 1768-17 Jul 1770', 'L/MAR/B/503K(1)  Ledger', 'L/MAR/B/503K(2)  Pay Book'], 'captain': 'George Richardson', 'itinerary': 'Downs 2 Jan 1769-27 Jan Tenerife - 20 May Madras - 21 Jul Malacca - 28 Aug Whampoa - 24 Dec Second Bar - 30 Mar 1770 St Helena - 6 Jun Downs'};{'time': ['1770', '1771'], 'destination': 'St Helena and Benkulen', 'reference': ['L/MAR/B/503D  Journal 30 Jan 1771-6 Sep 1773', 'L/MAR/B/503L(1)  Ledger', 'L/MAR/B/503L(2) Pay Book'], 'captain': 'George Richardson', 'itinerary': 'Plymouth 5 Jun 1771 - 27 Aug St Helena - 20 Jan 1772 Batavia - 22 Apr Benkulen - 16 Sep Allas - 7 Nov manna - 8 Mar 1773 Cape - 18 Apr St Helena - 17 May Ascension - 26 Jul Downs'};;;;;
