name,info,voyage_1,voyage_2,voyage_3,voyage_4,voyage_5,voyage_6,voyage_7,voyage_8,voyage_9
HARWELL (2),[],"{'time': ['1797', '1798'], 'destination': 'New South Wales and China', 'reference': ['L/MAR/B/420G Journal 26 Jul 1797-17 Oct 1799 '], 'captain': 'John Cameron', 'itinerary': 'Portsmouth 7 Nov 1797 - 21 Feb 1798 Cape -18 May Port Jackson 17 Sep - 2 Dec Whampoa - 20 Jan 1799 Second Bar - 22 Feb Malacca - 3 May Cape -18 Jun St Helena -17 Sep Long Reach'}",,,,,,,,
BATAVIA,"['Extra ship, built by Topsham, measured 1810, 3 decks, 4in bottom, length 125ft 3in, keel 100ft 103/8in, breadth 32ft 9in, hold 12ft 672in, wing transom 20ft 4in, port cell 28ft, waist Sin, between decks 5ft 4in & 6ft 3in, roundhouse 6ft 61/2in, ports 8 upper, 555 tons Principal Managing Owner: John William Buckle']","{'time': ['1809', '1810'], 'destination': 'Ceylon, Bengal and Batavia', 'reference': ['L/MAR/B/213A Journal 6 Apr 1810-4 Dec 1812', 'L/MAR/B/213D(1) Ledger', 'L/MAR/B/213D(2) Pay Book'], 'captain': 'John Mayne', 'itinerary': 'Portsmouth 9 Jun 1810 - 26 Jun Madeira - 21 Nov Colombo -19 Jan 1811 Calcutta - 5 Mar Saugor - 16 Apr Penang -11 May Malacca - 21 Jul Borneo - 4 Aug Batavia - 30 Oct Malacca -17 Dec Calcutta - 7 Mar 1812 Saugor -19 May Mauritius - 24 Jul St Helena - 30 Oct Blackwall * passenger list in journal includes prisoners of war'}","{'time': ['1812', '1813'], 'destination': 'St Helena and Bengal', 'reference': ['L/MAR/B/213B Journal 27 Jan 1813-9 Jan 1815', 'L/MAR/B/213E Pay Book'], 'captain': 'John Mayne', 'itinerary': 'Portsmouth 20 Apr 1813 -14 May Madeira - 22 Jul St Helena -14 Nov Calcutta -19 Jan 1814 Saugor -13 Feb Ceylon -17 Mar Bombay -17 Apr Tellicheny - 23 Jun Mauritius - 27 Jul Cape - 5 Sep St Helena - 20 Nov Long Reach 13 Nov 1814 skirmish with an American ship'}","{'time': ['1815', '1816'], 'destination': 'Bengal', 'reference': ['L/MAR/B/213C Journal 14 Mar 1816-15 Aug 1817', 'L/MAR/B/213F(1) Ledger', 'L/MAR/B/213F(2) Pay Book'], 'captain': 'John Mayne', 'itinerary': 'Downs 15 May 1816 - 25 May Madeira - 24 Sep Kedgeree -10 Oct Calcutta - 28 Dec Saugor -12 Jan 1817 Madras - 5 May St Helena - 20 Jul Long Reach'}",,,,,,
BAWDEN,"['Frigate, 16 guns, 30 crew, 150 tons', 'Free ship to trade in the country ']","{'time': ['1685', '1686'], 'destination': 'Bombay', 'reference': [], 'captain': 'John Cribb', 'itinerary': 'Downs 18 Aug 1686 - Madeira - attacked by pirates off Sao Tiago 26 Oct - Bombay - Oct 1687 Johanna - seized by natives at Massalege, Madagascar'}",,,,,,,,
BEAR,"['Purchased in 1618 for Â£2400, former name Merchant Royal, 100 crew, 700 tons']","{'time': ['1618', '1619'], 'destination': 'Bantam', 'reference': [], 'captain': [], 'itinerary': 'Downs - 21 Aug 1619 Tiku - captured there by the Dutch 1 Oct'}",,,,,,,,
BEAUFORT (1),"['750/775 tons, 3 decks, 50/60 guns, 150/154 crew']","{'time': ['1683', '1684'], 'destination': 'Bantam', 'reference': [], 'captain': 'John Nicholson', 'itinerary': '10 Nov 1683 - 4 Aug 1685'}","{'time': ['1685', '1686'], 'destination': 'Madras and Bengal', 'reference': [], 'captain': 'John Nicholson', 'itinerary': '10 Feb 1686 - 13 Sep 1688'}",,,,,,,
BEAUFORT (2),"['Rated at 499 tons, 99 crew, 32 guns']","{'time': ['1734', '1735'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/637A Journal 21 Oct 1734-12 Jul 1736', 'L/MAR/B/637E(1) Ledger', 'L/MAR/B/637E(2) Pay Book'], 'captain': 'Richard Boulton', 'itinerary': 'Downs 23 Jan 1735 - 9 Apr Cape - 21 Jun Madras -19 Jul Rogues River -10 Mar 1736 Cape - 10 Apr St Helena -12 Jul Erith'}","{'time': ['1737', '1738'], 'destination': 'Madras', 'reference': ['L/MAR/B/637B Journal 18 Dec 1737-13 Jun 1739', 'L/MAR/B/637F(1) Ledger', 'L/MAR/B/637F(2) Pay Book'], 'captain': 'Thomas Stevens', 'itinerary': 'Downs 2 Feb 1738 - 21 Feb Madeira -13 Jul Madras - 21 Jan 1739 Cape - 22 Feb St Helena -13 Jun Erith'}","{'time': ['1740', '1741'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/637C Journal 24 Nov 1740-28 Aug 1742', 'L/MAR/B/637G(1) Ledger', 'L/MAR/B/637G(2) Pay Book'], 'captain': 'Thomas Stevens', 'itinerary': 'v Downs 13 Feb 1741 - 4 Mar Madeira - 4 Aug Madras - 3 Sep Rogues River - 21 Nov Ingeli - 8 Mar 1742 Cape - home via Newfoundland Banks - 3 Aug Blackwall'}","{'time': ['1743', '1744'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/637D Journal 8 Nov 1743-10 Mar 1745', 'L/MAR/B/637H(1) Ledger', 'L/MAR/B/637H(2) Pay Book'], 'captain': 'Thomas Stevens', 'itinerary': 'Downs 16 Jan 1744 - 6 Feb Madeira - 9 Jul Madras - 29 Aug Vizagapatam - 23 Sep Calcutta - 3 Jan 1745 Ingeli -17 Jan Madras - 24 Jan Fort St David - 3 Feb Madras - 4 Jun St Helena -15 Sep Galway -19 Dec Downs -15 Jan 1745 Blackwall'}",,,,,
BECKENHAM,"['350 tons', 'Principal Managing Owner: John Hutchinson']","{'time': ['1763', '1764'], 'destination': 'Madagascar and Benkulen', 'reference': ['L/MAR/B/561A Deck Log 17 Mar 1764-15 Jun 1765', 'L/MAR/B/561B(1) Imprest Book', 'L/MAR/B/561B(2) Absence Book'], 'captain': 'Newton Mallack', 'itinerary': 'Portsmouth 29 May 1764 - 12 Aug Rio de Janeiro - 3 Nov St Augustine s Bay - 4 Apr 1765 Prince s Island -10 Apr Bantam -17 Apr Batavia - 9 Jun Benkulen - remained in East Indies'}",,,,,,,,
BEDFORD (1),"['750/800 tons, 46/50 guns, 150/160 crew']","{'time': ['1696', '1697'], 'destination': 'Surat', 'reference': [], 'captain': 'John Hudson', 'itinerary': 'Spithead 24 May 1697 - captured by the French Aug 1697 - recovered'}","{'time': ['1698', '1699'], 'destination': 'Surat', 'reference': ['L/MAR/A/CXXIV Journal 6 Mar 1699-6 Aug 1700, Robert Hudson '], 'captain': 'John Hudson', 'itinerary': 'Downs 2 Apr 1699 - 16 Jul Madagascar -1 Aug Johanna - 6 Sep Bombay - 26 Sep Surat -10 Oct Bombay -17 Oct Goa - 24 Oct Calicut - 28 Oct Tellicherry - 7 Nov Calicut - 25 Nov Tellicherry - 8 Dec Goa -18 Dec Bombay -10 Jan 1700 Surat - 3 Feb Bombay - 25 May St Helena - Aug Downs'}","{'time': '', 'destination': 'Dec 1700-', 'reference': [], 'captain': []}",,,,,,
BEDFORD (2),"['Rated at 490 tons, 32 guns, 98 crew']","{'time': ['1731', '1732'], 'destination': 'Madras, Bengal and Mokha', 'reference': ['L/MAR/B/638A Journal 18 Dec 1731-22 May 1734 ', 'L/MAR/B/638E(1) Ledger ', 'L/MAR/B/638E(2) Pay Book'], 'captain': 'William Wells', 'itinerary': 'Downs 28 Feb 1732 - 3 Apr Sao Tiago - 26 Jul Madras -10 Sep Calcutta - 31 Dec Ingeli - 3 Feb 1733 Cochin -18 Mar Mokha -12 Apr Jeddah -15 Jul Mokha - 23 Aug Madras - 28 Sep Calcutta -14 Jan 1734 Ingeli - St Helena - 26 Mar 1735 Moorings'}","{'time': '', 'destination': '   2 1736/7 Madras and Bengal', 'reference': ['L/MAR/B/638B Journal 12 Sep 1736-24 May 1738', 'L/MAR/B/638F(1) Ledger', 'L/MAR/B/638F(2) Pay Book'], 'captain': 'William Wells', 'itinerary': 'Downs 26 Nov 1736 - 26 Apr 1737 Madras - 4 Jun Rogues River - 22 Aug Calcutta -16 Nov Ingeli - 6 Mar 1738 St Helena - 22 May Downs'}","{'time': ['1739', '1740'], 'destination': 'St Helena, Benkulen and Bengal', 'reference': ['L/MAR/B/638C-D Journal 8 Oct 1739-11 Sep 1742 ', 'L/MAR/B/638G(1) Ledger ', 'L/MAR/B/638G(2) Pay Book', 'L/MAR/B/638G(3) Pay agreements', 'L/MAR/B/638G(4) Debts for purserage, dead men s effects etc '], 'captain': 'William Wells', 'itinerary': 'Downs 21 Jan 1740 - 12 May St Helena -18 Aug Batavia - 29 Sep Benkulen - 7 May 1741 Rogues River - 9 Nov Ingeli - 7 Mar 1742 Cape - 26 Jun Newfoundland - 5 Sep Downs'}",,,,,,
BEE,"['150 tons', 'Master John Hatch/John Roberts']","{'time': ['1616', '1617'], 'destination': 'Surat, Coromandel and East Indies', 'reference': [], 'captain': [], 'itinerary': 'Gravesend 4 Feb 1617 - 21 Jun Cape -12 Aug Moheli - 20 Sep Surat - 6 Dec Jask -17 Jan 1618 Surat - Masulipatam - Sep Bantam 27 May 1619 - Jun Masulipatam - Bantam - Jun 1620 Acheh -10 Oct Batavia - Jambi - 23 Nov 1621 Batavia - Jambi - Feb 1623 Batavia - Siam - feared lost Feb 1624'}",,,,,,,,
BELLE,"['Brig, built at Calcutta 1802, 281 tons']","{'time': '1805', 'destination': 'From Bengal', 'reference': ['L/MAR/B/306A Journal 29 Nov 1804-7 Sep 1805 '], 'captain': 'Alexander Fogo', 'itinerary': 'Calcutta 29 Nov 1804 - Kedgeree 1 Apr 1805 - 28 Jun St Helena -17 Aug Long Reach captured off the French coast Jan 1806'}",,,,,,,,
BELLMONT,"['Built by Randall, launched 1780, 3 decks, 4in bottom, length 143ft 5in, keel 116ft TAm, breadth 35ft 2!/2in, hold 14ft 6in, wing transom 22ft 71/2in, between decks 5ft llin, ports 13 middle & upper, 769 tons', 'Principal Managing Owners: 1-2 Charles Foulis, 3-6 Robert Preston']","{'time': ['1779', '1780'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/444A Journal 24 Feb 1780-10 May 1782', 'L/MAR/B/444H(1) Ledger', 'L/MAR/B/444H(2) Pay Book', 'L/MAR/B/444H(3) Imprest Book', 'L/MAR/B/444H(4) Absence Book'], 'captain': 'William Dick Gamage', 'itinerary': 'Portsmouth 3 Jun 1780 - 29 Aug Rio de Janeiro -10 Jan 1781 Madras -12 Mar Kedgeree - 7 May Barrabulla -25 Jun Nicobars - 2 Oct St Helena - 20 Nov Fernando Nova Pina - 3 Feb 1782 Plymouth - 29 Mar Long Reach'}","{'time': ['1782', '1783'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/444B Journal 8 Oct 1782-6 Oct 1784', 'L/MAR/B/444-I(l) Ledger', 'L/MAR/B/444-I(2) Pay Book'], 'captain': 'William Dick Gamage', 'itinerary': '3 Jan 1784 Saugor - 26 Jan Madras -1 Jun St Helena - 31 Aug Long Reach carried the body of Sir Eyre Coote back to England'}","{'time': ['1784', '1785'], 'destination': 'China', 'reference': ['L/MAR/B/444C Journal 26 Feb 1785-27 Sep 1786', 'L/MAR/B/444J (1) Ledger', 'L/MAR/B/444J(2) Pay Book'], 'captain': 'Charles Stewart', 'itinerary': 'Downs 14 Apr 1785 - 8 Oct Whampoa -12 Feb 1786 Second Bar -12 Jun St Helena - 24 Aug Long Reach'}","{'time': ['1787', '1788'], 'destination': 'Bombay and China', 'reference': ['L/MAR/B/444D Journal 26 Oct 1787-5 Jun 1789', 'L/MAR/B/444K(1) Ledger', 'L/MAR/B/444K(2) Pay Book'], 'captain': 'William Dick Gamage', 'itinerary': 'Downs 29 Jan 1788 - 15 May Johanna - 6 Jun Bombay - 27 Sep Whampoa -14 Dec Second Bar- 10 Mar 1789 St Helena -16 May Reach'}","{'time': ['1789', '1790'], 'destination': 'China', 'reference': ['L/MAR/B/444E Journal 26 Feb 1790-4 Aug 1791', 'L/MAR/B/444L(1) Ledger', 'L/MAR/B/444L(2) Pay Book 1'], 'captain': 'William Dick Gamage', 'itinerary': 'Downs 17 Apr 1790 - 26 Aug Whampoa - 7 Dec Second Bar- 9 Apr 1791 Cape - 28 Apr St Helena - 29 Jun Long Reach'}","{'time': ['1791', '1792'], 'destination': 'Bengal', 'reference': ['L/MAR/B/444F Journal 3 Apr 1792-15 Jan 1793', 'L/MAR/B/444G Journal 3 Apr 1792-4 Oct 1793, Chief Mate James Stewart', 'L/MAR/B/444M(1) Ledger ', 'L/MAR/B/444M(2) Pay Book Capt William Dick Gamage'], 'captain': [], 'itinerary': 'Downs 23 May 1792 - 30 Sep Diamond Harbour - 9 Feb 1793 Saugor -10 Jun St Helena - 24 Aug Long Reach'}",,,
