name;info;voyage_1;voyage_2;voyage_3;voyage_4;voyage_5;voyage_6;voyage_7;voyage_8;voyage_9
HARCOURT (1);['Rated at 499 tons, 99 crew, 26 guns'];{'time': ['1752', '1753'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/558A Journal 25 Oct 1752-15 Jul 1754 ', 'L/MAR/B/558-I(l) Ledger', 'L/MAR/B/558-I(2) Pay Book'], 'captain': 'William Webber', 'itinerary': 'Portsmouth 20 Jan 1753 - 5 Jun Johanna - 11 Jul Madras - 14 Sep Whampoa - 22 Dec Second Bar - 21 Mar 1754 St Helena - 31 May Downs'};{'time': ['1755', '1756'], 'destination': 'China', 'reference': ['L/MAR/B/5S8E Journal 20 Oct 1755-9 Feb 1757', 'L/MAR/B/5S8J(1) Ledger', 'L/MAM/B/5S8J(2) Pay Book'], 'captain': 'William Webber', 'itinerary': 'Portsmouth 30 Jan 1756 - 11 Jul Acheh - 14 Aug Malacca - 25 Sep Whampoa - 2 Feb 1757 Second Bar - 28 Feb Malacca - 24 Jun St Helena - 29 Nov Downs'};{'time': ['1758', '1759'], 'destination': 'Bombay and Mokha', 'reference': ['L/MAM/B/558C Journal 27 Feb 1759-7 Jul 1761', 'L/MAM/B/558K(1) Ledger', 'L/MAR/B/558K(2) Pay Book'], 'captain': 'William Webber', 'itinerary': 'Downs 23 Apr 1759 -24 Aug Morendavia Bay - 3 Oct Bombay - 19 Nov Tellicherry - 29 Nov Anjengo - 20 Dec Tellicherry - 19 Jan 1760 Bombay - 5 Feb Surat - 21 Apr Mokha - 18 Sep Goa - 5 Oct Bombay - 6 Feb 1761 St Helena - 4 Jun Downs'};{'time': ['1761', '1762'], 'destination': 'China', 'reference': ['L/MAB/B/558B Journal 7 Nov 1761-2 Sep 1763 L/MA3R/B/558-L(ll) Ledger', 'L/MAR/B/558-L(2) Pay Book'], 'captain': 'Richard Morrison', 'itinerary': 'Portsmouth 25 Mar 1762 - 12 Sep Whampoa - 3 Jan 1763 Second Bar - 14 Apr St Helena - 17 Jul Downs'};;;;;
HARCOURT (2);['Built by Perry, launched 1765, 3 decks, 3in bottom, 676 tons Principal Managing Owner: John Raymond'];{'time': ['1764', '1765'], 'destination': 'Bombay', 'reference': ['L/MAWB/558E Journal 21 Feb 1765-7 Feb 1767', 'L/MAWB/558M(1) Ledger', 'L/MAK/B/558M(2) Pay Book'], 'captain': 'Collingwood Roddam', 'itinerary': 'Downs 9 May 1765 - 4 Aug Rio de Janeiro - 26 Dec Colombo - 22 Jan 1766 Tellicherry - 17 Feb Bombay -12 May Anjengo - 5 Sep St Helena -18 Dec Downs'};{'time': ['1767', '1768'], 'destination': 'China', 'reference': ['L/MAWB/558F Journal 8 Dec 1767-26 Jul 1769', 'L/MAWB/558N(1) Ledger', 'L/MAR/B/558N(2) Pay Book'], 'captain': 'Collingwood Roddam', 'itinerary': 'Downs 2 Feb 1768 - 22 Sep Whampoa -19 Dec Second Bar - 4 Mar 1769 Cape - 24 Mar St Helena - 11 Jun Downs'};{'time': ['1769', '1770'], 'destination': 'St Helena and Benkulen', 'reference': ['L/MAR/B/558G Journal 17 Oct 1769-19 Nov 1771, Thomas Price, Second Mate L/MAM/B/558-0(l) Ledger', 'L/MAM/B/558-0(2) Pay Book'], 'captain': 'Nathaniel Paul', 'itinerary': 'Portsmouth 8 Feb 1770 - 9 May St Helena - 5 Sep Batavia -1 Nov Benkulen - 23 Dec Moco Moco - 19 Jan 1771 Benkulen - 7 Mar Manna -17 Jun St Helena - 20 Sep Erith'};{'time': ['1772', '1773'], 'destination': 'Madras and Bengal', 'reference': ['L/MAM/B/558H Journal 25 Nov 1772-25 Oct 1774', 'L/MAM/B/558P(1) Ledger', 'L/MAR/B/558P(2) Pay Book'], 'captain': 'Nathaniel Paul', 'itinerary': 'Portsmouth 22 Apr 1773 - 14 May Sao Tiago -1 Aug Johanna - 6 Sep Madras -14 Oct Kedgeree - 11 Jan 1774 Ingeli - 31 Jan Madras - 2 Jul St Helena - 21 Sep Downs'};;;;;
HARDWICKE (1);['Rated at 495 tons, 99 crew, 30 guns'];{'time': ['1739', '1740'], 'destination': 'Madras and Bengal', 'reference': ['L/MAM/B/568A Journal 29 Mar 1740-3 Oct 1741', 'L/MAM/B/568-I(l) Ledger', 'L/MAM/B/568-I(2) Pay Book'], 'captain': 'John Hallett', 'itinerary': 'Portsmouth 10 Apr 1740 - 21 Aug Madras - 20 Sep Calcutta - 9 Dec Ingeli - 27 Dec Madras - 7 Jan 1741 Fort St David - 9 May St Helena - 29 Sep Downs'};{'time': ['1742', '1743'], 'destination': 'Bombay and China', 'reference': ['L/MAR/B/568B Journal 30 Mar 1743-22 Aug 1746, Charteret Le Geyt, Chief Mate', 'L/MAM/B/568J (1) Ledger', 'L/MAM/B/568J(2) Pay Book', 'L/MAM/B/568J(3) Receipt Book'], 'captain': 'John Hallett', 'itinerary': 'Portsmouth 22 Jun 1743 - 15 Oct Cape -16 Feb 1744 Maldives -31 Mar Bombay - 25 Jun Malacca - 31 Jul Amoy -18 Nov Malacca - 31 Dec Batavia - 29 Jun 1745 Whampoa - 23 Dec Second Bar - 13 Jun 1746 Batavia - 28 May St Helena - 26 Aug Downs'};{'time': ['1747', '1748'], 'destination': 'Fort St David and China', 'reference': ['L/MAM/B/568C Journal 24 Sep 1747-21 Jul 1749', 'L/MAM/B/568K(1) Ledger', 'L/MAM/B/568K(2) Pay Book'], 'captain': 'John Samson', 'itinerary': 'Portsmouth 4 Jan 1748 - 28 Mar Cape - 9 Jul Fort St David - 5 Aug Kedah - 20 Aug Malacca - 20 Sep Whampoa -17 Dec Second Bar - 7 Mar 1749 Cape - 2 Apr St Helena -18 Jun Downs'};"{'time': ['1750', '1751'], 'destination': 'Madras and Bengal', 'reference': ['L/MAM/B/568D Journal 20 Nov 1750-22 Aug 1752', 'L/MAM/B/568L(1) Ledger', 'L/MAM/B/568L(2) Pay Book'], 'captain': 'John Samson', 'itinerary': ""Downs 2 Feb 1751 - 4 May St Augustine's Bay -12 Jim Fort St David - 8 Jul Vizagapatam -17 Jul Culpee - 25 Jan 1752 Ingeli -19 May St Helena - 21 Jul Downs""}";{'time': ['1753', '1754'], 'destination': 'Bombay', 'reference': ['L/MAR/B/568Q(1) Imprest Book', 'L/MAM/B/568Q (2) Absence Book'], 'captain': 'Samuel Hough'};;;;
HARDWICKE (2);['Rated at 499 tons, 99 crew, 26 guns'];{'time': ['1754', '1755'], 'destination': 'Madras and Bengal', 'reference': ['L/MAM/B/568E Journal 2 Oct 1754-9 Oct 1756', 'L/MAM/B/568M(1) Ledger', 'L/MAM/B/568M(2) Pay Book'], 'captain': 'John Samson', 'itinerary': '- 2 Aug Culpee - 12 Oct Madras - 30 Dec Cape - 26 Jan 1756 St Helena -19 Aug Kinsale - 9 Sep Downs'};{'time': ['1757', '1758'], 'destination': 'Madras and Bengal', 'reference': ['L/MAM/B/568F Journal 1 Aug 1757-14 Nov 1760', 'L/MAM/B/568N(1) Ledger', 'L/MAM/B/568N(2) Pay Book'], 'captain': 'John Samson', 'itinerary': '3 Jan 1760 Kedgeree -11 Apr St Helena - 22 Sep Downs'};{'time': ['1761', '1762'], 'destination': 'Madras and Bengal', 'reference': ['L/MAM/B/568G Journal 14 Dec 1761-23 Sep 1763', 'L/MAM/B/568-0(l) Ledger', 'L/MAM/B/568-0(2) Pay Book'], 'captain': 'Brook Samson', 'itinerary': 'Portsmouth 25 Mar 1762 - 8 Aug Madras - 9 Sep Masulipatam - 30 Sep Kedgeree -16 Jun 1763 St Helena - 20 Aug Downs'};{'time': ['1764', '1765'], 'destination': 'Madras and Bombay', 'reference': ['L/MAM/B/568H Journal 7 Jan 1765-28 Nov 1766', 'L/MAM/B/568P(1) Ledger', 'L/MAM/B/568P(2) Pay Book'], 'captain': 'Brook Samson', 'itinerary': 'Downs 12 Apr 1765 - 8 May Sao Tiago - 24 Aug Johanna -12 Oct Madras -1 Dec Anjengo - 24 Dec Mangalore - 9 Jan 1766 Bombay - 21 Apr Tellicherry - 31 Jul St Helena - 22 Oct Downs'};;;;;
HARE;['190 tons, 36 crew, 16 guns'];{'time': ['1682', '1683'], 'destination': 'Bengal', 'reference': [], 'captain': [], 'itinerary': 'Capt Edmund Scott 3 Jan 1683 - 7 Apr 1685'};;;;;;;;
HARLESTON;['Measured 1811, 2 decks, 4in bottom, length 123ft 6in, keel 99ft, breadth 31ft 8in, hold 18ft, wing transom 22ft, port cell 28ft 6in, waist 1ft 2in, between decks 6ft IViin, ports 11 upper, 528 tons Principal Managing Owner: Peter E Mestaer'];{'time': ['1810', '1811'], 'destination': 'Bengal', 'reference': ['L/MAR/E/253A Journal 13 Apr 181 MO Oct 1812', 'L/MAWE/253E(1) Ledger', 'L/MAR/E/253B(2) Pay Book'], 'captain': 'Thomas Walker', 'itinerary': 'Portsmouth 21 Jun 1811 - 2 Nov Calcutta - 2 Jan 1812 Saugor - 25 Jan Benkulen - 12 May St Helena - 23 Jul Downs'};;;;;;;;
HARMONY;[];{'time': ['1800', '1801'], 'destination': 'Madras and Bengal', 'reference': ['L/MAE/E/362A Journal 15 Dec 1800-16 Mar 1802, William John, Chief Mate '], 'captain': 'James Wickham', 'itinerary': 'Torbay 8 Jan 1801 - 26 Jan Tenerife ~ 17 Jun Madras - 16 Jul Calcutta - 15 Dec Cape - 21 Feb 1802 Downs'};;;;;;;;
HARRIET (I);[];{'time': '1795', 'destination': 'From Bengal', 'reference': ['L/MAR/B/275B Journal 26 Oct 1795-4 Jul 1796', 'L/MAR/B/275C Journal 26 Oct 1795=4 Jul 1796, Alexander Hill, Chief Mate'], 'captain': 'Matthew Sparrow', 'itinerary': 'Calcutta 30 Dec 1795 = 6 Mar 1796 St Helena - 14 May Falmouth - 14 Jun Downs'};{'time': ['1796', '1797'], 'destination': 'Madras and Bengal ', 'reference': ['L/MAR/B/2751D) Journal 6 Jul 1796=23 Apr 1797 L/MAM/E/275F Journal 1 Sep 1796=15 Nov 1798 Capt Henry Archer'], 'captain': [], 'itinerary': '15 Aug Pondicheny - 17 Aug Madras = 5 Sep Penang = 11 Dec Calcutta = 23 Feb 1798 Kedgeree - 31 Mar Colombo - 27 Jun Cape - 6 Aug St Helena = 18 Oct Downs'};{'time': '1801', 'destination': 'From Bengal', 'reference': ['L/MAR/E/275G Journal 15 Mar-7 Dec 1801 '], 'captain': 'Alexander Sinclair', 'itinerary': 'Calcutta 10 Apr 1801 - Saugor 29 Apr - 23 May Achch - 15 Aug St Helena - 1 Nov Downs'};;;;;;
HARRIET (2);[];{'time': ['1795', '1796'], 'destination': 'Cape and St Helena', 'reference': ['L/MAWB/275E Journal 25 Jan 1796-30 Mar 1797 '], 'captain': 'Charles Patterson', 'itinerary': 'Portsmouth 14 Apr 1796 - 23 Jul Simons Bay - 2 Sep Table Bay - 8 Nov St Helena -16 Feb 1797 Long Reach'};;;;;;;;
HARRIET (3);['Built by Perry, launched 1802, 2 decks, 4in bottom, length 125ft 3 in, keel 100ft 21Ain, breadth 32ft VAin, hold 16ft, wing transom 23ft Min, port cell 27ft Min, waist 1ft 6in, between decks 6ft 6in, roundhouse 6ft 3 Ain, ports 11 upper, 550 tons', 'Principal Managing Owners: 1-2 John Woolmore, 3-6 Charles H Turner'];{'time': ['1802', '1803'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/275H Journal 7 Dec 1802-26 May 1804 ', 'L/MAR/B/275-0(l) Ledger L/MAM/B/275-0(2) Pay Book'], 'captain': 'William Lynch', 'itinerary': 'Downs 30 Jan 1803 - 21 May Madras - 17 Jun Calcutta - 23 Aug Kedgeree - 23 Oct Saugor - 15 Feb 1804 St Helena - 1 May Long Reach'};{'time': ['1803', '1804'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/275-I Journal 23 Jun 1804-24 Jan 1806', 'L/MAR/B/275P(1) Ledger', 'L/MAR/B/275F(2) Pay Book'], 'captain': 'William Lynch', 'itinerary': 'Portsmouth 4 Sep 1804 - 27 Sep Madeira - 17 Feb 1805 Madras - 22 Mar Calcutta - 6 May Diamond Harbour - 3 Jun Saugor - 22 Oct St Helena - 23 Dec Downs'};{'time': ['/MAR', '/MMAR'], 'destination': 'Pay Book', 'reference': [], 'captain': 'William Lynch', 'itinerary': 'Portsmouth 11 May 1810-27 May Madeira - 12 Oct Madras - 9 Nov Calcutta - 21 Dec Saugor - 31 Jan 1811 Vizagapatam = 26 Feb Madras - 17 Jun St Helena - 30 Aug Downs'};{'time': ['1807', '1808'], 'destination': 'Madras and Bengal', 'reference': ['L/MAK/B/275K Journal 11 Feb 1808-12 Aug 1809 *', 'L/MAR/B/275R(1) Ledger', 'L/MAR/B/275 R(2) Pay Book'], 'captain': 'William Lynch', 'itinerary': 'Portsmouth 8 May 1808 - 30 May Madeira - 27 Sep Madras - 1 Nov Calcutta - 24 Dec Saugor = 7 Feb 1809 Point de Gallc - 29 Apr St Helena - 13 Jul Downs * pen & ink sketch of the ship'};{'time': ['1809', '1810'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/275L Journal 5 Mar 1810-5 Oct 1811', 'L/MAR/B/275S(1) Ledger'], 'captain': []};{'time': ['1811', '1812'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/275M Deck Log 13 Jan-14 Oct 1812', 'L/MAR/B/275T(1) Imprest Book', 'L/MAR/B/275T(2) Absence Book'], 'captain': 'William Lynch', 'itinerary': 'Portsmouth 8 Apr 1812-8 Aug Madras - 28 Aug Calcutta - burnt at Calcutta 15 Oct'};;;
