name;info;voyage_1;voyage_2;voyage_3;voyage_4;voyage_5;voyage_6;voyage_7;voyage_8;voyage_9
CALCUTTA (2);['Built by Wells, launched 1770, 3 decks, 4in bottom, length 138ft 4 VS in, keel 110ft llin, breadth 36ft 2in, hold 14ft 3 Win, wing transom 23ft IVSin, port cell 24ft, between decks 5ft 9in, 771 tons Principal Managing Owners: 1-3 George Willson, 4 William Moffat'];{'time': ['1770', '1771'], 'destination': 'St Helena and China', 'reference': ['L/MAR/B/308E Journal 8 Oct 1770-1 Sep 1772', 'L/MAR/B/308S(1) Ledger', 'L/MAR/B/308S(2) Pay Book'], 'captain': 'William Thomson', 'itinerary': 'Portsmouth 11 Jan 1771 - 4 Apr St Helena - 3 Jul Batavia - 30 Aug Whampoa - 8 Jan 1772 Second Bar -10 Apr Cape - 3 May St Helena - 22 Jul Long Reach'};{'time': ['1773', '1774'], 'destination': 'Madras and Bombay', 'reference': ['L/MAR/B/308F Journal 10 Feb 1774-13 Aug 1776', 'L/MAR/B/308T(1) Ledger', 'L/MAR/B/308T(2) Pay Book'], 'captain': 'William Thomson', 'itinerary': '26 Jun 1776 Cape - 22 Feb St Helena - 17 Jul Erith'};"{'time': ['1777', '1778'], 'destination': 'Bengal and China', 'reference': ['L/MAR/B/308G Journal 16 Dec 1777-28 Feb 1781', 'L/MAR/B/308U(1) Ledger', 'L/MAR/B/308U(2) Pay Book', 'L/MAR/B/308U(3) Imprest Book', 'L/MAR/B/308U(4) Receipt Book'], 'captain': 'William Thomson', 'itinerary': ""Portsmouth 27 Apr 1778 - 25 May Madeira -15 Aug Cape - 9 Dec Kedgeree - 21 Mar 1779 Ingeli - 20 May Malacca -10 Jul Whampoa - 21 Jan 1780 Second Bar - 8 Feb Malacca - 23 Jun St Augustine's Bay - 25 Aug Cape - 29 Oct St Helena - 9 Jan 1781 Crookhaven - 28 Feb Long Reach""}";{'time': ['1781', '1782'], 'destination': 'Bombay, Madras, Bengal and China', 'reference': ['L/MAR/B/308H-I Journal 6 Aug 1781-13 Sep 1785 ', 'L/MAR/B/308V(1) Ledger ', 'L/MAR/B/308V(2) Pay Book Capt William Thomson'], 'captain': [], 'itinerary': 'Portsmouth 6 Feb 1782 - 29 Apr Rio de Janeiro - 5 Sep Bombay -19 Oct Madras - 8 Dec Negrais - 15 Jan 1783 Kedgeree - left Bengal 30 May - 2 Aug Madras -12 Nov Acheh - 28 Dec Bencoolen - 23 Jan 1784 Batavia - 5 Sep Whampoa - 9 Jan 1785 Second Bar - 25 Mar Cape - 30 Apr St Helena - 20 Jul Falmouth - 9 Aug Downs'};;;;;
CALCUTTA (3);['Built on the Hugli 1794, 760 tons '];{'time': '1799', 'destination': 'From Bengal', 'reference': ['L/MAR/B/308J Journal 18 May 1797-30 Apr 1799 '], 'captain': 'John Hassey', 'itinerary': 'Calcutta 18 May 1797 - left Bengal 20 Jul - 29 Aug Madras -17 Sep Penang -11 Dec Madras - 29 Jan 1798 Calcutta - 8 Dec Kedgeree - left Bengal 20 Jan 1799 - 2 Apr St Helena - Downs'};;;;;;;;
CALCUTTA (4);['Built by Wells, launched 1798, 3 decks, 4in bottom, length 146ft 2 Win, keel 118ft 9in, breadth 36ft 2Win, hold 14ft 9Win, wing transom 23ft 4in, port cell 26ft 9in, waist 3ft llin, between decks 6ft 2in & 6ft 4in, roundhouse 6ft 6in, ports 13 middle & upper, deck range 85ft, 819 tons Principal Managing Owners: 1-2 Robert Chamock, 3-5 Henry Bonham'];{'time': ['1797', '1798'], 'destination': 'St Helena, Bengal, Bombay and Madras ', 'reference': ['L/MAR/B/308K Journal 5 Apr 1798-28 Jun 1800 ', 'L/MAR/B/308W (1) Ledger', 'L/MAR/B/308W(2) Pay Book'], 'captain': 'William Maxwell', 'itinerary': 'Portsmouth 8 Jun 1798 - 19 Aug St Helena - 21 Dec Diamond Harbour - 28 Jan 1799 Saugor - 7 Mar Cannanore - 26 Apr Bombay - 4 Jul Madras -18 Aug Diamond Harbour - 23 Sep Saugor - 21 Oct Madras - 31 Dec Cape - 27 Jan 1800 St Helena - 2 Jun Long Reach'};{'time': ['1800', '1801'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/308L Journal 17 Dec 1800-17 Aug 1802 ', 'L/MAR/B/308X(1) Ledger', 'L/MAR/B/308X(2) Pay Book'], 'captain': 'William Maxwell', 'itinerary': 'Portsmouth 31 Mar 1801 -26 Jul Madras - 20 Aug Diamond Harbour -13 Jan 1802 Saugor - 7 Feb Madras -14 May St Helena -19 Jul Long Reach'};{'time': ['1802', '1803'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/308M Journal 6 Jan 1803-8 Nov 1804', 'L/MAR/B/308Y (1) Ledger', 'L/MAR/B/308Y(2) Pay Book'], 'captain': 'William Maxwell', 'itinerary': 'Portsmouth 12 Apr 1803 - 4 Aug Madras - 22 Aug Vizagapatam - 29 Aug Diamond Harbour - 24 Sep Kedgeree -14 Oct Saugor - 24 Dec Kedgeree - 22 Jan 1804 Saugor - 28 Jun St Helena - 16 Oct Long Reach'};{'time': ['1804', '1805'], 'destination': 'St Helena, Bengal and Madras', 'reference': ['L/MAR/B/308N Journal 20 Dec 1804-8 Jun 1807', 'L/MAR/B/308Z(1) Ledger', 'L/MAR/B/308Z(2) Pay Book'], 'captain': 'John Reddie', 'itinerary': 'Portsmouth 8 Mar 1805 - 5 Jun St Helena - 27 Sep Diamond Harbour - 29 Oct Saugor - 22 Dec Benkulen -13 May 1806 Diamond Harbour -18 Jun Calcutta - 30 Aug Saugor - 7 Oct Madras - 18 Oct Trincomalee - 30 Dec Cape - 23 Jan 1807 St Helena -15 Apr Long Reach'};{'time': ['1807', '1808'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/308BB(1) Imprest Book & Crew List', 'L/MAR/B/308BB(2) Receipt Book'], 'captain': 'William Maxwell', 'itinerary': 'Portsmouth 5 Mar 1808 - parted company off Mauritius 14 Mar 1809, not heard of again'};;;;
CALEDONIA;[];{'time': '1796', 'destination': 'From Bengal', 'reference': ['L/MAR/B/359A Journal 25 May 1796-9 Apr 1797, Andrew MacRedie, Second Mate '], 'captain': 'Alexander Ballantyne', 'itinerary': 'Calcutta 25 May 1796 - Saugor 24 Jun - 29 Sep Cape - 28 Oct St Helena -14 Jan 1797 Lisbon - 8 Apr Downs'};{'time': '1800', 'destination': 'From Bengal', 'reference': ['L/MAR/B/359B Journal 2 Jan-7 Jul 1800 '], 'captain': 'George Thomas', 'itinerary': 'Bengal 2 Jan 1800 - 19 Mar St Helena - 2 Jun Long Reach'};{'time': '1801', 'destination': 'From Bengal', 'reference': ['L/MAR/B/359C Journal 18 Jun 1801-18 May 1802 '], 'captain': 'George Thomas', 'itinerary': 'Calcutta 18 Jun 1801 - left Bengal 11 Sep - 20 Dec Cape - 3 Feb 1802 St Helena -17 Apr Greenhithe'};;;;;;
CALEDONIAN (1);['Extra ship, built by Barnard, launched 1797, 3 decks, 4!/2in bottom, length 134ft lin, keel 109ft 7in, breadth 32ft 5in, hold 14ft 2in, wing transom 20ft 21/2in, waist 6in, between decks 6ft 4in & 6ft 5in, ports 10 middle, 612 tons,', 'Principal Managing Owner: Robert Chamock'];{'time': ['1797', '1798'], 'destination': 'China, Bengal and Madras', 'reference': ['L/MAR/B/380A Journal 5 Feb 1798-11 Sep 1800 '], 'captain': 'Stephen Hawes', 'itinerary': 'Portsmouth 29 Apr 1798 - 6 Jul Rio de Janeiro - 9 Nov Whampoa - 7 Jan 1799 First Bar - 30 Jan Malacca - 9 Feb Penang -10 Mar Diamond Harbour - 2 May Saugor - 3 Jun Madras - 23 Aug Calcutta - 5 Dec Saugor -18 Mar 1800 Cape -11 Jun St Helena -13 Sep moorings'};;;;;;;;
CALEDONIAN (2);[];{'time': ['1800', '1801'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/380B Journal 11 Jul 1801-13 Apr 1803', 'L/MAR/B/380C(1) Ledger', 'L/MAR/B/380C(2) Pay Book'], 'captain': 'John Craig', 'itinerary': 'Portsmouth 23 Aug 1801 - 4 Feb 1802 Madras - 5 Mar Calcutta - 21 Sep Saugor -19 Dec St Helena 8 Mar 1803 Long Reach'};;;;;;;;
CAMBRIDGE (1);['Extra ship, built by Pitcher, measured 1810, 3 decks, 4in bottom, length 141ft, keel 114ft 43/4in, breadth 35ft 4in, hold 14ft lin, wing transom 21ft 71/2in, port cell 25ft 7!/2in, waist 1ft 4in, between decks 5ft 9in & 6ft 31/2in, roundhouse 6ft 6in, ports 12 middle & 10 upper, 759 tons Principal Managing Owners: 1 Lestock Wilson, 2 George Palmer'];{'time': ['1810', '1811'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/66A(1) Journal 25 Jan 1811-29 Sep 1812', 'L/MAR/B/66A(2) Journal 25 Jan 1811-29 sep 1812, anon', 'L/MAR/B/66F(1) Ledger', 'L/MAR/B/66F(2) Pay Book'], 'captain': 'Charles Mortlock', 'itinerary': 'Torbay 12 May 1811-2 Jun Madeira - 26 Sep Madras - 13 Nov Diamond Harbour - 4 Jan 1812 Saugor -12 May St Helena - 27 Jul Long Reach'};{'time': '1815', 'destination': 'From China', 'reference': ['L/MAR/B/66B Journal 30 Jan-16 Sep 1815'], 'captain': 'James Toussaint', 'itinerary': 'Left China 15 Mar 1815 - 5 Jul St Helena - Sep Downs'};{'time': ['1815', '1816'], 'destination': 'St Helena and China', 'reference': ['L/MAR/B/66C Journal 3 Jan 1816-9 Jul 1817', 'L/MAR/B/66G(1) Ledger', 'L/MAR/B/66G(2) Pay Book'], 'captain': 'John Freeman', 'itinerary': 'Plymouth 20 Mar 1816-28 May St Helena - 5 Sep Batavia - 29 Oct Whampoa - 22 Jan 1817 Second Bar -10 Apr St Helena - 8 Jun Long Reach'};;;;;;
CAMBRIDGE (2);[];{'time': ['1824', '1825'], 'destination': 'Bombay', 'reference': ['L/MAR/B/66D Deck Log 27 Apr-30 Oct 1825'], 'captain': 'James Barber', 'itinerary': 'Portsmouth 1 Jun 1825 - 13 Oct Bombay'};{'time': 'Madras', 'destination': 'and Bengal', 'reference': ['L/MAR/B/66E Deck Log 8 Jun 1826-1 Feb 1827'], 'captain': 'James Barber', 'itinerary': 'Plymouth 6 Jul 1826 - 8 Nov Madras - 23 Dec Penang -19 Jan 1827 Kedgeree'};;;;;;;
CAMDEN;['399 tons', 'Principal Managing Owner: Aaron Chapman '];{'time': ['1819', '1820'], 'destination': 'Bombay', 'reference': ['L/MAR/B/250A Deck Log 10 Apr 1820-7 Apr 1821 '], 'captain': 'James Johnson', 'itinerary': 'Downs 2 May 1820 - 21 Aug Bombay - 24 Jan 1821 Cape - 7 Apr Gravesend'};;;;;;;;
CANADA;[];{'time': ['1800', '1801'], 'destination': 'New South Wales and China', 'reference': ['L/MAR/B/314A Journal 16 May 1801-25 Mar 1803'], 'captain': 'William Wilkinson', 'itinerary': 'Portsmouth 21 May 1801 - 28 Aug Rio de Janeiro -14 Dec Port Jackson - 28 Apr 1802 Whampoa - 22 May Second Bar - 4 Oct Timor - 22 Dec St Helena - 8 Mar 1803 Long Reach'};{'time': '1811', 'destination': 'From China', 'reference': ['L/MAR/B/314B Journal 25 Feb-18 Nov 1811'], 'captain': 'B Ward', 'itinerary': 'Bocca Tigris 25 Feb 1811-25 Mar Macao 2 Apr - 23 Jul St Helena - 2 Oct Long Reach'};;;;;;;
