name;info;voyage_1;voyage_2;voyage_3;voyage_4;voyage_5;voyage_6;voyage_7;voyage_8;voyage_9
SAMPSON (2);['380 tons, 91 crew, 30 guns', 'BL: Sloane Ms 3814 Journal 13 Mar 1669-9 May 1670, John Kempthorne '];{'time': ['1668', '1669'], 'destination': 'Surat', 'reference': [], 'captain': 'Samuel Chamblet', 'itinerary': 'Downs 6 Apr 1669-12 Aug Johanna - Bombay 7 Dec - 22 Feb 1670 St Helena - 9 May f.32 sketches of Cape of Good Hope and Cape False ff.101-02 navigational rules'};{'time': ['1670', '1671'], 'destination': 'Madras and Bengal', 'reference': [], 'captain': 'Samuel Chamblet'};{'time': ['1672', '1673'], 'destination': 'Madras and Surat', 'reference': [], 'captain': [], 'itinerary': 'Capt Anthony Earning Downs Aug 1673 - captured by the Dutch'};;;;;;
SAMPSON (3);"['3 decks, 600 tons, 120 crew, 40 guns', 'BL: Sloane Ms 3668 ff.42-88 & 159-60 Journal 1 Jan 1680-22 Aug 1681, anon', 'BL: Add Ms 19282 ff.1-12 Journal kept on the Society 21 Apr 1685-21 Jan 1686 by Samuel Annesley, supercargo of the two ships', 'NMM: JOD/4 Narrative Nov 1691-Dec 1694, Edward Barlow, Chief Mate', ""* inc drawing of the ship 'in stress of wether' 25 Apr 1694"", ""See Barlow's Journal, ed Basil Lubbock (London, 1934) vol 2 pp.425-54"", 'Madras and Bengal']";{'time': ['1677', '1678'], 'destination': 'Surat', 'reference': [], 'captain': 'Samuel Chamblet 27 Mar 1678-5 Jul 1679'};{'time': '', 'destination': 'Feb 1682-8 Aug 1683', 'reference': [], 'captain': []};{'time': ['1681', '1682'], 'destination': 'Surat', 'reference': [], 'captain': 'Edward Ledger'};{'time': ['1683', '1684'], 'destination': 'Surat', 'reference': [], 'captain': 'Edward Ledger', 'itinerary': 'Downs 10 Apr 1684 - Surat 21 Apr 1685 - Jun Bandar Abbas - 9 Jun Kharg - 14 Jul Basra - Nov Bandar Abbas - Surat - 13 Aug 1687 Downs'};{'time': ['1691', '1692'], 'destination': 'Madras and Bengal', 'reference': [], 'captain': 'John Bromwell', 'itinerary': '24 Nov Plymouth - Dec Blackwall'};"{'time': ['1695', '1696'], 'destination': '', 'reference': ['L/MAR/A/CVII Journal 12 Feb 1696-8 Aug 1698'], 'captain': 'William Earle', 'itinerary': ""Downs 22 Mar 1696-4 Oct Cape - 19 Feb 1697 Madras - 15 Apr Vizagapatam - 25 Apr Balasore - 7 May Calcutta- 29 Dec Cox's Island - 22 Apr 1698 Cape - 18 May St Helena - 8 Aug Gravesend""}";;;
SAMPSON (4);[];{'time': ['1783', '1784'], 'destination': 'Bombay ', 'reference': ['L/MAR/B/736A Journal 10 Apr 1784-10 Aug 1787, Abraham Munott'], 'captain': 'Edward Ledger', 'itinerary': 'Downs 10 Apr 1784-12 May SÃ£o Tiago - 20 Sep Bombay - 20 Oct Surat - 10 Nov Bombay - 17 Jan 1785 Surat - 16 Jul Basra - 30 May 1786 Bandar Abbas - 24 Jul Basra - 23 Oct Bandar Abbas - 23 Nov Surat - 18 May 1787 St Helena - 3 Jun Ascension - 6 Aug off the Lizard'};;;;;;;;
SAMUEL (1);['Victualler for the Sixth Voyage, 180 tons'];{'time': ['1609', '1610'], 'destination': '', 'reference': [], 'captain': [], 'itinerary': 'Downs 1 Apr 1610 - abandoned in the Atlantic May 1610, empty'};;;;;;;;
SAMUEL (2);['Master William Taylor'];{'time': ['1628', '1629'], 'destination': 'Surat', 'reference': [], 'captain': [], 'itinerary': 'Torbay 19 Apr 1629 - 14 Aug Moheli -10 Oct Surat, attacked by Portuguese 6 Dec, fired to prevent her capture'};;;;;;;;
SAMUEL (3);['200 tons, 40 crew, 24 guns ', 'BL: Lansdowne Ms 226 Journal 27 Jan 1692-23 Jul 1693, Charles Low, Purser'];{'time': ['1691', '1692'], 'destination': 'Madras', 'reference': ['L/MAR/A/XCV Journal 23 Dec 1693-9 Feb 1695, John Millson'], 'captain': 'William Freke/John Millson', 'itinerary': 'Downs 16 Feb 1692 - 2 Jul Cape -14 Jul captured by French, ransomed - 4 Nov Surat - 19 May 1693 Bombay - 17 Aug Karwar - hugli river 25 Dec - 28 Dec Balasore - 4 Jan 1694 Vizagapatam -16 Jan Madras 21 Feb - 21 May Cape - 20 Jun St Helena -15 Aug Barbados - 21 Nov Cork - 7 Feb 1695 Downs'};;;;;;;;
SAMUEL AND ANNA;['New Company '];{'time': ['1701', '1702'], 'destination': 'Borneo', 'reference': ['L/MAK/A/CLXXI Journal 6 Dec 1701-26 Jun 1703, anon', 'L/MAR/B/119B Ledger'], 'captain': 'Finch Reddall', 'itinerary': '˜Caracf 6 Dec 1701 - 27 Dec Genoa -11 Jan 1702 Leghorn - 5 Feb Genoa - 25 Mar 1702 Dover - Plymouth 30 Sep - 26 Oct Sao Tiago - 2 Jan 1703 Cape - 10 Apr Benkulen - 28 Apr Batavia - 23 May Samarang - 2 Jun Batavia -'};;;;;;;;
SAMUEL AND HENRY;['2 decks, length 84ft, breadth 28ft, death lift, between decks 6ft, 70 crew, 30 guns, 350 tons'];{'time': ['1674', '1675'], 'destination': 'Madras and Bengal', 'reference': [], 'captain': [], 'itinerary': 'Capt Simon Cumberland 10 Jan 1675 - 1 Aug 1676'};;;;;;;;
SANDWICH;['Rated at 499 tons, 99 crew, 28 guns'];{'time': ['1745', '1746'], 'destination': 'China', 'reference': ['L/MAR/B/606A Journal 12 Jan 1746-13 Feb 1748', 'L/MAR/B/606F(1) Ledger', 'L/MAR/B/606F(2) Pay Book'], 'captain': 'John Petrie', 'itinerary': 'Portsmouth 9 Apr 1746 - 24 Aug Malacca - 16 Oct Whampoa - 10 Feb 1747 Second Bar - 22 Jul St Helena - 21 Oct River Shannon - 13 Dec Downs'};{'time': ['1748', '1749'], 'destination': 'Fort St David and China', 'reference': ['L/MAR/B/606B Journal 27 Oct 1748-11 Aug 1750, John Barton, Chief', 'L/MAR/B/606G(1) Ledger', 'L/MAR/B/606G(2) Pay Book'], 'captain': 'John Petrie', 'itinerary': 'Downs 26 Jan 1749 - 28 Jun Fort St David -15 Aug Malacca - 17 Sep Whampoa - 6 Jan 1750 Second Bar - 3 May St Helena - 8 Jul Downs'};"{'time': ['1752', '1753'], 'destination': 'Bombay', 'reference': ['L/MAR/B/606C Journal 6 Jan 1753-2 Jul 1755 ', 'L/MAR/B/606H(1) Ledger', 'L/MAR/B/606H(2) Pay Book'], 'captain': 'John Purling', 'itinerary': ""Downs 5 Apr 1753 - 8 Jul St Augustine's Bay -15 Aug Bombay 28 Sep - Malabar coast - 9 Oct Bombay - 9 Nov Scindy -15 Dec Bombay - 13 Jan 1754 Surat - 3 Mar Mokha - 13 Sep Bombay - 14 Feb 1755 Cape -10 Mar St Helena - 8 Jun Downs""}";{'time': ['1756', '1757'], 'destination': 'China', 'reference': ['L/MAR/B/606D Journal 24 Oct 1756-12 Apr 1759', 'L/MAR/B/606-I(l) Ledger', 'L/MAR/B/606-I(2) Pay Book'], 'captain': 'John Purling', 'itinerary': 'Portsmouth 10 Mar 1757 - 16 Sep Whampoa -18 Feb 1758 Second Bar - 17 Jun St Helena - 3 Aug Fernando Noronha - 26 Oct Cork - 9 Feb 1759 Downs'};{'time': ['1759', '1760'], 'destination': 'Bombay, Madras and Bengal', 'reference': ['L/MAR/B/606E Journal 17 Feb 1760-28 Jan 1762', 'L/MAR/B/606J(1) Ledger', 'L/MAR/B/606J(2) Pay Book'], 'captain': 'Andrew Quick', 'itinerary': 'Portsmouth 24 Apr 1760 - 26 Aug Anjengo - 3 Sep Cuddalore - 8 Sep Madras -13 Oct Culpee - 13 Dec Ingeli - 2 Jan 1761 Madras -11 Jan Pondicherry - 28 Feb Tellicherry -16 Mar Goa - 2 Apr Bombay - 4 May Onore -12 May Tellicheny - 25 Aug St Helena -16 Nov Portsmouth'};;;;
SAPPHIRE;['80 tons, 25 crew, 16 guns'];{'time': ['1685', '1686'], 'destination': 'Madras', 'reference': [], 'captain': 'Stephen Bradley', 'itinerary': 'Downs 10 Feb 1686 - remained in India'};;;;;;;;
SARAH;['New Company, galley '];{'time': ['1700', '1701'], 'destination': '', 'reference': ['L/MAR/A/CLI Imprest Book'], 'captain': 'John Roberts'};;;;;;;;
SARAH CHRISTIANA;"[""Built by Randall, measured 1798, 3 decks, 4in bottom, length 124ft Sin, keel 100ft 3in, breadth 32ft 4in, hold 12ft lOin, wing transom 20ft lin, port cell 22ft, waist 6in, between decks 5ft kin & 6ft 5'Ain, ports 11 middle & 8 upper, 557 tons Principal Managing Owner: Henry Bonham"", '* inc coastal profiles of Anthony Island, Fernando Noronha']";{'time': ['1798', '1799'], 'destination': 'Madras', 'reference': ['L/MAR/B/282A Journal 15 Jul 1798-4 Dec 1799 '], 'captain': 'Richard Ayton', 'itinerary': 'Portsmouth 4 Oct 1798 - 14 Jan 1799 Cape - 9 May Madras -18 Jul St Helena - 8 Sep Galway Bay -'};{'time': ['1801', '1802'], 'destination': 'Bengal', 'reference': ['L/MAM/B/282B Journal 14 Apr 1801-25 Sep 1802', 'L/MAR/B/282E(1) Ledger', 'L/MAM/B/282E(2) Pay Book'], 'captain': 'Charles Graham', 'itinerary': 'Portsmouth 10 Sep 1801 - 5 Feb 1802 Calcutta - 31 Mar Kedgeree - 7 Jul St Helena - 4 Sep Downs'};{'time': ['1804', '1805'], 'destination': 'Madras and Bengal', 'reference': ['L/MAM/B/282C Journal 19 Apr 1805-8 May 1807', 'L/MAM/B/282F(1) Ledger', 'L/MAM/B/282E(2) Pay Book'], 'captain': 'Thomas Mackeson', 'itinerary': '14 May Calcutta - 23 Aug Culpee - 29 Sep Madras -18 Dec Cape - 6 Jan 1807 St Helena -16 Mar Cork - 29 Mar Scilly - 2 Apr Falmouth'};{'time': ['1806', '1807'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/305A Journal 6 Jul 1807-16 Jan 1808, Thomas Tapley, Chief Mate ', 'L/MAR/B/282G(1) Ledger', 'L/MAR/B/282G(2) Pay Book'], 'captain': 'Thomas Mackeson', 'itinerary': '15 Jun Saugor - 28 Sep St Helena - 9 Dec Downs'};{'time': ['1808', '1809'], 'destination': 'Bengal and Madras', 'reference': ['L/MAM/B/282D Journal 1 May 1809-14 Nov 1810', 'L/MAR/B/282H(1) Ledger', 'L/MAR/B/282H(2) Pay Book'], 'captain': 'Thomas Mackeson', 'itinerary': '30 Jul St Helena - 26 Sep Downs'};;;;
SARUM;['Frigate, 400 tons, 80 crew, 36 guns'];{'time': ['1715', '1716'], 'destination': 'Bombay', 'reference': ['L/MAR/B/667A Journal 12 Apr 1716-20 Jul 1718 '], 'captain': 'George Newton', 'itinerary': 'Downs 22 Apr 1716 - 20 May Sao Tiago -16 Sep Batticaloa -19 Oct Point de Galle - 9 Nov Anjengo - 24 Nov Cochin - 28 Nov Calicut - 9 Dec Tellicherry -18 Dec Karwar - 2 Jan 1717 Bombay - 25 Mar Mokha -11 Sep Bombay - 5 Jan 1718 Goa -12 Jan Tellicherry -19 Jan Cochin - 23 Jan Anjengo - 17 Apr St Helena - 20 Jul Downs'};{'time': ['1719', '1720'], 'destination': 'China', 'reference': ['L/MAR/B/667B Journal 17 Dec 1719-17 Jul 1721 '], 'captain': 'George Newton', 'itinerary': 'Downs 27 Dec 1719 - 29 Jun 1720 Mew Bay - 27 Jul Whampoa 30 Dec -18 Jan 1721 Batavia - 26 Mar Cape - 25 Apr St Helena -18 Jul Downs'};{'time': ['1722', '1723'], 'destination': 'Bengal', 'reference': ['L/MAR/B/667C ff.1-52 Journal 2 Oct 1722-30 May 1723, Thomas Deane, Third Mate '], 'captain': 'George Newton 2 Jan 1723-10 Jul 1724'};{'time': ['1725', '1726'], 'destination': 'Bengal', 'reference': ['L/MAM/B/667D Journal 5 Dec 1725-19 Dec 1727', 'L/MAR/B/667E(1) Ledger', 'L/MAR/B/667E(2) Pay Book'], 'captain': 'George Newton', 'itinerary': 'Downs 11 Jan 1726 - 17 Apr Cape -1 Jul Madras -17 Jul Balasore - 24 Jul Rogues River 24 Jan 1727 - 23 Feb Tellicherry - 22 Mar Bombay - 3 Apr Surat - 3 Jun Fort St David - 7 Jun Madras - from Bengal 10 Dec - 19 Dec Madras -15 Jul 1728 Downs'};;;;;
SATISFACTION;['400 tons'];{'time': ['1668', '1669'], 'destination': 'Bantam', 'reference': [], 'captain': 'Robert Southwell', 'itinerary': 'Downs 9 May 1669 - 3 Sep 1670 Downs'};{'time': ['1670', '1671'], 'destination': 'Bantam ', 'reference': [], 'captain': 'Mathew Southwell', 'itinerary': 'Downs Jan 1671 - 26 Jul 1672 Downs'};;;;;;;
