name;info;voyage_1;voyage_2;voyage_3;voyage_4;voyage_5;voyage_6;voyage_7;voyage_8;voyage_9
MANSHIP (2);[];{'time': ['1800', '1801'], 'destination': 'Bengal', 'reference': ['L/MAR/B/363G Journal 19 May 1801-11 Jul 1803', 'L/MAR/B/363N(1) Ledger', 'L/MAM/B/363N(2) Pay Book'], 'captain': 'John Logan', 'itinerary': 'Portsmouth 10 Sep 1801 - 23 Jan 1802 Colombo - 1 Apr Diamond Harbour - 4 Nov Saugor - 24 Feb 1803 Cape - 24 Mar St Helena - 26 May Downs'};;;;;;;;
MARCHIONESS OF ELY;['Built by Wells, launched 1812, 3 decks, 4in bottom, length 149ft 8in, keel 120ft 6 Ain, breadth 38ft 6 Ain, hold 15ft Ain, wing transom 24ft, port cell 26ft lOin, waist 1ft 3 in, between decks 6ft 2in & 6ft 4in, roundhouse 6ft 4in, ports 13 middle & 12 upper, deck range 86ft 6in, 952 tons Principal Managing Owners: 1-6 Sir Robert Wigram, 7-9 Octavius Wigram', 'Portsmouth 4 Jun 1812 -13 Aug 1813 Long Reach'];{'time': ['1811', '1812'], 'destination': 'Bengal', 'reference': ['L/MAM/B/6-1(1) Ledger', 'L/MAR/B/6-1(2) Pay Book'], 'captain': 'Brook Kay'};{'time': ['1813', '1814'], 'destination': 'St Helena and Bengal', 'reference': ['L/MAR/B/6A Journal 14 Jan 1814-31 Oct 1815', 'L/MAR/B/6 J (1) Ledger', 'L/MAR/B/6 J(2) Pay Book'], 'captain': 'Brook Kay', 'itinerary': 'Portsmouth 8 Jun 1814 - 28 Jul St Helena - 21 Oct Mauritius - 29 Dec Saugor - 22 Mar 1815 Madras -1 Jun Cape - 29 Jun St Helena - 29 Aug Downs'};{'time': ['1815', '1816'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/6B Journal 19 Jan 1816-15 Jul 1817', 'L/MAR/B/6K(1) Ledger', 'L/MAR/B/6K(2) Pay Book'], 'captain': 'Brook Kay', 'itinerary': 'Downs 27 Mar 1816 - 27 Jul Madras - 29 Aug New Anchorage - 8 Jan 1817 Madras - 4 Feb Colombo - 30 Mar St Helena - 27 Mar Downs'};{'time': ['1817', '1818'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/6C Journal 22 Jan 1818-3 May 1819', 'L/MAR/B/6L(1) Ledger', 'L/MAR/B/6L(2) Pay Book'], 'captain': 'Brook Kay', 'itinerary': 'Downs 27 Mar 1818 - 4 Jul Madras - 20 Jul Masulipatam - 26 Jul New Anchorage -1 Feb 1819 Cape - 21 Feb St Helena - 3 May Downs'};{'time': ['1819', '1820'], 'destination': 'China', 'reference': ['L/MAR/B/6D Journal 1 Mar 1820-5 Jul 1821', 'L/MAR/B/6M(1) Ledger', 'L/MAR/B/6M(2) Pay Book'], 'captain': 'Brook Kay', 'itinerary': 'Downs 25 Apr 1820 -30 Aug Whampoa -11 Dec Second Bar - 27 Feb 1821 Cape - 31 Mar St Helena - 28 May Downs'};{'time': ['1821', '1822'], 'destination': 'Bengal', 'reference': ['L/MAR/B/6E Journal 22 Apr 1822-22 Aug 1823', 'L/MAR/B/6N (1) Ledger', 'L/MAR/B/6N(2) Pay Book'], 'captain': 'Brook Kay', 'itinerary': 'Downs 19 Jun 1822 - 9 Nov New Anchorage - 8 Mar 1823 Madras - 29 Apr Cape -15 May St Helena - 8 Jul Downs'};{'time': ['1823', '1824'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/6F Journal 31 Mar 1824-9 Jun 1825', 'L/MAR/B/6-0(l) Ledger', 'L/MAR/B/6-0(2) Pay Book'], 'captain': 'Charles Edward Mangles', 'itinerary': 'Downs 27 May 1824 - 2 Sep Madras - 4 Oct Diamond Harbour - 9 Jan 1825 Saugor - 24 Mar St Helena -10 May Downs'};{'time': ['1825', '1826'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/6G Journal 22 Mar 1826-12 Jun 1827', 'L/MAR/B/6P(1) Ledger', 'L/MAR/B/6P(2) Pay Book'], 'captain': 'Charles Edward Mangles', 'itinerary': 'Downs 2 May 1826 - 22 Aug Madras -19 Sep Diamond Harbour - 6 Dec Saugor -19 Mar 1827 St Helena -10 May Downs'};{'time': ['1827', '1828'], 'destination': 'Bengal', 'reference': ['L/MAR/B/6H Journal 3 Apr 1828-4 Jul 1829', 'L/MAR/B/6Q(1) Ledger', 'L/MAM/B/6Q(2) Pay Book'], 'captain': 'Charles Edward Mangles', 'itinerary': 'Downs 26 May 1828 - 9 Sep Madras - 27 Sep Diamond Harbour - 28 Dec Saugor - 31 Mar 1829 St Helena - 2 Jun Downs'}
MARCHIONESS OF EXETER;['Launched 1801, 3 decks, 4in bottom, length 146ft 1 lin, keel 118ft 6in, breadth 36ft y4in, hold 14ft 19in, wing transom 23ft 6in, port cell 26ft Sin, waist 1ft lin, between decks 6ft 2in & 6ft Sin, roundÂ\xadhouse 6ft Sin, ports 13 middle & 9 upper, deck range 84ft 6in, 820 tons Principal Managing Owners: 1-4 John Locke, 5-6 Andrew John Nash, 7 Richard Pain'];{'time': ['1801', '1802'], 'destination': 'Madras and Moluccas', 'reference': ['L/MAR/B/166A Journal 5 Dec 1801-21 Sep', 'L/MAR/B/166H(1) Ledger', 'L/MAM/B/166H(2) Pay Book'], 'captain': 'John Locke jun', 'itinerary': 'Portsmouth 18 Mar 1802 - 26 Jun Madras - 4 Aug Masulipatam - 26 Aug Vizagapatam -15 Sep Madras - 16 Nov Batavia -15 Dec Amboina - 21 Mar 1803 Timor - 3 Jun St Helena - 21 Aug Downs'};{'time': ['1803', '1804'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/166B Journal 5 Dec 1803-23 Oct 1805', 'L/MAR/B/166-I(1) Ledger', 'L/MAR/B/166-I(2) Pay Book'], 'captain': 'Alexander Nash', 'itinerary': 'Portsmouth 20 Mar 1804 - 27 Jul Madras - 21 Aug Masulipatam -1 Sep Diamond Harbour - 25 Nov Saugor - 26 Dec Madras - 20 Jun 1805 St Helena - 10 Sep Downs'};{'time': ['1805', '1806'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/166C Journal 5 Feb 1806-24 Feb 1808', 'L/MAR/B/166 J(l) Ledger', 'L/MAM/B/166J(2) Pay Book'], 'captain': 'Alexander Nash', 'itinerary': 'Portsmouth 14 May 1806 - 6 Aug Cape -15 Oct Penang -12 Dec Kedgeree - 5 Jan 1807 Saugor - 13 Jan Madras - 11 Feb Saugor -13 Apr Madras - 5 Jun Diamond Harbour - 20 Jun Calcutta - 26 Jul Diamond Harbour - 20 Aug Saugor -12 Sep Vizagapatam - 3 Oct Madras - 30 Dec Cape - 25 Jan 1808 St Helena - 11 Apr Long Reach'};{'time': ['1808', '1809'], 'destination': 'Bombay', 'reference': ['L/MAR/B/166D Journal 16 Jan 1809-14 Sep 1810', 'L/MAR/B/166K(1) Ledger', 'L/MAR/B/166K(2) Pay Book'], 'captain': 'Alexander Nash', 'itinerary': 'Portsmouth 28 Apr 1809 - 8 May Madeira - 24 Aug Johanna - 19 Sep Bombay - 20 Feb 1810 Point de Galle - 3 May St Helena - 6 Jul Downs'};{'time': ['1810', '1811'], 'destination': 'St Helena and Bengal', 'reference': ['L/MAR/B/166E Journal 28 Dec 1810-23 Jun 1812', 'L/MAR/B/166L(1) Ledger', 'L/MAR/B/166L(2) Pay Book'], 'captain': 'William Baynes', 'itinerary': 'Portsmouth 12 Mar 1811 - 30 May St Helena -19 Sep Diamond Harbour -1 Nov Saugor - 4 Mar 1812 St Helena -14 May Downs'};"{'time': ['1812', '1813'], 'destination': 'Ceylon and Bengal', 'reference': ['L/MAR/B/166F Journal 15 Feb 1813-11 Jan 1815', 'L/MAR/B/ 166M(1) Ledger', 'L/MAR/B/166M(2) Pay Book'], 'captain': 'William Baynes', 'itinerary': ""Portsmouth 2 Jun 1813 - 21 Jun Madeira -18 Oct Trincomalee - 29 Dec Saugor - 16 Jun 1814 Simon's Bay - 6 Sep St Helena - 16 Nov Downs""}";{'time': ['1815', '1816'], 'destination': 'China', 'reference': ['L/MAR/B/166G Journal 13 Feb 1816-23 Jun 1817', 'L/MAR/B/166N(1) Ledger', 'L/MAR/B/166N(2) Pay Book'], 'captain': 'Thomas Gilpin', 'itinerary': 'Downs 21 Apr 1816 - 6 Sep Whampoa - 21 Dec Second Bar - 18 Mar 1817 St Helena - 26 May Downs'};;
MARGARET;['Built at Chittagong, 250 tons', 'Principal Managing Owner: Downie & Maitland'];{'time': '1805', 'destination': 'From Bengal', 'reference': ['L/MAR/B/280A Journal 3 Dec 1805-2 Jul 1806 '], 'captain': 'Benjamin Fergusson', 'itinerary': 'Calcutta 3 Dec 1805 - 14 Feb 1806 Saugor - 29 Apr St Helena - 24 Jun Downs'};;;;;;;;
MARIA;[];{'time': ['1795', '1796'], 'destination': 'Bengal', 'reference': ['L/MAR/B/291 aA Journal 12 Aug 1796-12 Apr 1797 '], 'captain': 'James Thomas Bishop', 'itinerary': 'Portsmouth 12 Apr 1796 - 7 Nov Cape - 3 Feb 1797 Calcutta - 22 Jul Kedgeree - 20 Aug Penang - 14 Dec Cape - 3 Jan 1798 St Helena -17 Mar Downs'};{'time': '1804', 'destination': 'From Bengal', 'reference': ['L/MAR/B/291 aB Journal 1 Mar 1804-30 Mar 1805'], 'captain': 'William Brown Greenway', 'itinerary': 'Calcutta 1 Mar 1804 - 25 Jun Kedgeree - 29 Jul Penang - 22 Oct St Helena - 5 Mar 1805 Downs'};;;;;;;
MARIAN;[];{'time': '1801', 'destination': 'From Bengal', 'reference': ['L/MAR/B/388A Journal 10 Jan-1 Nov 1801'], 'captain': [], 'itinerary': 'Calcutta 21 Feb 1801 -18 Mar Saugor - 2 Aug St Helena -1 Nov Downs'};;;;;;;;
MARIGOLD;['200 tons, 42 crew, 22 guns'];{'time': ['1657', '1658'], 'destination': 'Guinea, Madras and Macasser', 'reference': [], 'captain': 'John Connis', 'itinerary': 'Downs 21 Jan 1658 -21 Feb Guinea - Aug Madras - Macasser - Madras Jan 1660 - 6 Aug Downs'};{'time': ['1661', '1662'], 'destination': 'Bantam', 'reference': [], 'captain': 'Francis Thorowgood', 'itinerary': 'Downs 2 Mar 1662 - 21 Aug Bantam 14 Sep -'};{'time': ['1663', '1664'], 'destination': 'Guinea, Madras and Bengal', 'reference': [], 'captain': 'Francis Thorowgood', 'itinerary': 'Downs Dec 1663 - Guinea Mar 1664 - 28 Jul Madras Jan 1665 -'};;;;;;
MARLBOROUGH (1);['New Company', 'returned by 19 Oct 1705'];{'time': ['1700', '1701'], 'destination': 'China', 'reference': [], 'captain': []};;;;;;;;
MARLBOROUGH (2);['Rated at 480 tons, 96 crew, 34 guns', 'Cambridge Umv Lib: Add.4619 f.110 Fragment of journal 25 Mar & 25 May 1716'];{'time': ['1711', '1712'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/602A Journal 16 Oct 1711-3 Sep 1714 '], 'captain': 'Matthew Martin', 'itinerary': 'Downs 12 Jan 1712 - 18 May Cape - 24 Jul Madras - 6 Oct Madras - attacked by three French warships nr Ganjam - 24 Nov Madras - 5 Feb 1713 Fort St David - 25 Feb Madras - 25 Mar Rogues Rrver - 2 Dec Cox s Island - 22 Dec Madras - 8 Apr 1714 Cape - 16 May St Helena - 19 Aug Deptford 6'};{'time': ['1715', '1716'], 'destination': 'China and Madras', 'reference': [], 'captain': 'Matthew Martin 29 Jan 1716-15 Jun 1718'};{'time': ['1718', '1719'], 'destination': 'Madras', 'reference': ['L/MAR/B/602B Journal 17 Oct 1718-4 Jun 1720 '], 'captain': 'Richard Micklefield', 'itinerary': 'Downs 18 Jan 1719 - 3 May Cape - 2 Jul Madras - 4 Sep Fort St David - 25 Sep Madras - 4 Jan 1720 Cape - 1 Feb St Helena - 11 May Woolwich'};{'time': ['1720', '1721'], 'destination': 'Madras and Bengal', 'reference': [], 'captain': 'Richard Micklefield', 'itinerary': '29 Apr 1721 - 22 Aug 1722'};;;;;
MARLBOROUGH (3);['Rated at 480 tons, 96 crew, 32 guns'];{'time': ['1724', '1725'], 'destination': 'Madras and Bengal', 'reference': [], 'captain': 'Richard Micklefield', 'itinerary': '4 Feb 1725 - 6 Aug 1726'};{'time': ['1728', '1729'], 'destination': 'Bengal', 'reference': ['L/MAR/B/602K(1) Imprest Book', 'L/MAR/B/602K(2) Receipt Book'], 'captain': 'Richard Micklefield', 'itinerary': 'Downs 6 Jan 1729 - burnt in the Thames 10 Sep 1730'};;;;;;;
